ID	Style	Category	Artist	Title	Year	Is painting	Face/body	Ave. art rating	Art (image+title): agreeableness	Art (image+title): anger	Art (image+title): anticipation	Art (image+title): arrogance	Art (image+title): disagreeableness	Art (image+title): disgust	Art (image+title): fear	Art (image+title): gratitude	Art (image+title): happiness	Art (image+title): humility	Art (image+title): love	Art (image+title): optimism	Art (image+title): pessimism	Art (image+title): regret	Art (image+title): sadness	Art (image+title): shame	Art (image+title): shyness	Art (image+title): surprise	Art (image+title): trust	Art (image+title): neutral	ImageOnly: agreeableness	ImageOnly: anger	ImageOnly: anticipation	ImageOnly: arrogance	ImageOnly: disagreeableness	ImageOnly: disgust	ImageOnly: fear	ImageOnly: gratitude	ImageOnly: happiness	ImageOnly: humility	ImageOnly: love	ImageOnly: optimism	ImageOnly: pessimism	ImageOnly: regret	ImageOnly: sadness	ImageOnly: shame	ImageOnly: shyness	ImageOnly: surprise	ImageOnly: trust	ImageOnly: neutral	TitleOnly: agreeableness	TitleOnly: anger	TitleOnly: anticipation	TitleOnly: arrogance	TitleOnly: disagreeableness	TitleOnly: disgust	TitleOnly: fear	TitleOnly: gratitude	TitleOnly: happiness	TitleOnly: humility	TitleOnly: love	TitleOnly: optimism	TitleOnly: pessimism	TitleOnly: regret	TitleOnly: sadness	TitleOnly: shame	TitleOnly: shyness	TitleOnly: surprise	TitleOnly: trust	TitleOnly: neutral
57727634edc2cb3880d0b22a	Modern Art	Abstract Expressionism	Willem de Kooning	Merritt Parkway	1959	yes	none	0.2	0	0.1	0.4	0	0.2	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.5	0.1	0	0	0.2	0.3	0	0.3	0	0.2	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0	0.1	0	0.5	0	0	0	0.1	0	0.2	0	0	0.1	0	0	0	0	0	0.2	0.1	0.1
5772881aedc2cb3880095529	Modern Art	Art Informel	Francis Bott	Composition	1957	yes	none	-0.3	0	0.3	0	0.2	0.1	0.1	0.2	0	0.1	0.2	0	0.1	0.4	0.2	0.3	0.1	0	0.1	0	0	0	0	0	0.1	0	0.1	0.3	0.1	0.1	0.3	0	0.3	0.4	0.1	0.3	0	0	0.2	0.1	0	0.1	0	0.3	0	0	0	0	0.1	0.3	0.2	0.1	0.2	0.1	0.1	0.1	0	0	0	0	0.2
5772857eedc2cb3880012064	Post Renaissance Art	Romanticism	John Hoppner	"Jane Elizabeth, Countess of Oxford"	1797	yes	face	2	0	0	0.1	0.1	0	0	0	0	0.3	0.2	0.2	0.3	0	0	0.2	0	0	0.1	0.5	0	0.1	0	0.1	0.1	0	0	0	0	0.2	0.2	0.2	0.2	0	0	0.4	0	0	0.1	0.3	0	0.1	0	0.1	0.1	0	0	0	0	0	0.1	0.1	0.3	0	0	0	0	0	0.1	0.6	0
57728459edc2cb3880fdb63d	Modern Art	Art Informel	Afro	Cronaca (Autobiographia)	1953	yes	none	0.58	0.053	0.053	0.158	0	0	0.158	0.158	0	0.053	0.053	0.053	0	0	0	0.105	0	0.053	0.579	0	0	0	0.053	0.158	0	0.053	0.158	0.105	0.105	0	0.053	0	0	0.053	0.053	0.105	0	0.105	0.421	0	0	0	0	0.526	0	0	0.053	0	0	0.053	0.158	0	0.158	0.053	0	0.053	0	0.053	0.158	0	0
577284ceedc2cb3880ff1001	Modern Art	Abstract Art	Michel Seuphor	Composition V	1929	yes	none	0.91	0.091	0	0.182	0	0	0.091	0	0.091	0.273	0.273	0	0.273	0	0	0	0	0	0.364	0.182	0	0	0	0.182	0.091	0	0.091	0	0	0.273	0.273	0	0.091	0	0	0	0	0	0.364	0.091	0	0	0	0.273	0	0	0	0	0.091	0.091	0	0	0.273	0	0	0	0	0.091	0.182	0.182	0.182
580e1509edc2c99c1cf0fadf	Renaissance Art	Northern Renaissance	Maarten de Vos	Seven Liberal Arts	1590	yes	face	1.5	0.2	0	0.2	0.1	0	0	0	0.2	0.7	0.2	0.2	0.2	0	0	0	0	0	0	0.5	0	0.3	0	0	0.1	0	0	0	0.1	0.7	0.2	0.2	0.1	0	0	0	0	0	0	0.3	0	0	0	0.4	0.1	0	0	0	0	0.3	0	0.2	0	0	0	0	0	0	0.2	0.2	0.1
57728705edc2cb388006126b	Post Renaissance Art	Rococo	Rosalba Carriera	Lady in a Turkish Costume (Felicita Sartori)	1728	yes	face	1.8	0.5	0	0.2	0.3	0	0	0.1	0.3	0.6	0.4	0.3	0	0	0	0.1	0	0.1	0.2	0.4	0	0.3	0	0.2	0.3	0	0	0.1	0.3	0.5	0.4	0.4	0.1	0	0	0.1	0	0.3	0.2	0.4	0	0.2	0	0.1	0.2	0.1	0.1	0	0.1	0.5	0.3	0.2	0	0.1	0	0	0	0.2	0.3	0.3	0
57728ab4edc2cb388011ca14	Post Renaissance Art	Romanticism	Thomas Jones	Naples. Buildings on a Cliff Top	1782	yes	none	1.28	0.02	0.02	0.12	0.02	0.02	0.02	0.02	0	0.58	0.22	0.04	0.28	0	0.04	0.02	0.02	0.04	0.06	0.28	0	0.02	0.02	0.08	0.02	0.04	0.02	0.04	0	0.6	0.26	0.06	0.24	0	0.02	0.02	0	0.02	0.08	0.16	0	0.06	0	0.22	0.02	0	0.1	0.06	0.02	0.42	0.2	0.02	0.14	0.02	0.04	0.02	0.02	0.02	0.08	0.16	0.02
57728269edc2cb3880f78144	Modern Art	Neo-Expressionism	Anish Kapoor	Mother as Mountain	1985	yes	none	1.64	0.091	0	0.364	0	0	0.182	0.182	0.091	0.091	0.091	0.091	0	0.091	0	0.182	0	0	0.091	0.182	0	0.091	0	0.364	0.182	0.091	0.091	0.091	0	0	0.091	0.091	0	0.091	0	0.091	0	0	0.091	0.182	0	0	0	0.182	0	0.091	0	0.091	0	0.182	0.091	0.273	0.273	0	0	0	0.091	0.182	0	0.182	0
577287f4edc2cb388008c499	Modern Art	Lyrical Abstraction	Marcelle Loubchansky	Polynesie en bleu	1953	yes	none	-0.8	0	0	0.1	0	0	0.3	0.6	0	0	0	0	0.1	0	0	0.1	0	0	0.2	0	0	0	0.1	0.1	0	0	0.3	0.6	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0	0	0	0.25	0	0	0.125	0.125	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0
57727e15edc2cb3880e9b893	Modern Art	Magic Realism	Eyvind Earle	The Wave	1990	yes	none	1.6	0	0	0	0	0	0	0.1	0	0.6	0.2	0	0.3	0	0	0.1	0	0	0.1	0.2	0	0	0	0	0	0	0	0.1	0	0.6	0.1	0.1	0.2	0	0	0.1	0	0	0.1	0.2	0	0	0	0.2	0	0	0	0.1	0	0.6	0.1	0	0	0	0	0	0	0	0.1	0.1	0
57726f0bedc2cb3880b94407	Post Renaissance Art	Rococo	Jean-Honore Fragonard	Girl with a Dog	1770	yes	face	1.9	0	0	0	0	0	0	0	0.1	0.8	0.2	0.6	0.3	0.2	0.1	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0.8	0.3	0.6	0.1	0.2	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0.8	0.2	0.4	0.2	0	0.1	0.1	0	0	0	0	0
59c4b298edc2c9a67c79b7fa	Modern Art	Magic Realism	Antonio Lopez Garcia	Atocha	1964	yes	face	1.2	0	0	0	0.1	0	0	0	0	0.5	0	0.8	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0.1	0	0.3	0.2	0.9	0	0	0	0.1	0	0	0	0.1	0	0	0	0.2	0	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0.2	0.2	0.1
57727d70edc2cb3880e7c519	Post Renaissance Art	Baroque	Hercules Seghers	Mountain valley	XVII cent.	yes	body	2.2	0	0	0.2	0	0	0	0	0.3	0.9	0.3	0	0.2	0	0.1	0.1	0	0	0.1	0.1	0	0	0	0.1	0	0	0	0	0.2	0.8	0.3	0	0.2	0	0.1	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.7	0.2	0	0.2	0	0.1	0	0.1	0	0	0.1	0
577283fdedc2cb3880fc7f1b	Modern Art	Abstract Expressionism	Terry Frost	Yellow Triptych	1959	yes	none	0.4	0	0	0.6	0	0	0.1	0	0	0.1	0.1	0	0.3	0	0	0	0	0	0.5	0.2	0	0	0.1	0.5	0	0	0	0	0	0.1	0.1	0	0.2	0	0	0	0	0	0.5	0.1	0	0	0	0.6	0	0	0	0	0	0	0.1	0	0.4	0	0	0	0	0	0.2	0.1	0
577287e7edc2cb388008ac2f	Modern Art	Color Field Painting	Fernand Leduc	"Microchromie, gris puissance [6]"	1977	yes	none	-0.7	0	0	0.1	0	0	0.2	0.1	0	0.1	0.1	0	0	0	0	0.1	0	0.1	0.4	0	0.1	0	0	0.4	0	0	0.1	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0.5	0	0	0	0	0.125	0.125	0	0.375	0	0	0.125	0	0	0	0	0	0.125	0	0	0.125	0	0.125
57728323edc2cb3880f9fad1	Modern Art	Expressionism	Lajos Tihanyi	Pont St. Michel	1908	yes	body	1.5	0	0	0.2	0	0.1	0.1	0	0	0.5	0.3	0.1	0.4	0	0	0	0	0	0.1	0.1	0	0	0	0.2	0	0.1	0.1	0	0.1	0.4	0.5	0	0.2	0.1	0	0	0.1	0.1	0.1	0	0	0	0	0.222	0	0.111	0.111	0	0.111	0.222	0.222	0.111	0	0	0	0	0	0.111	0.111	0.333	0
57727fededc2cb3880ef6b57	Contemporary Art	Minimalism	John McLaughlin	Number 27	1964	yes	none	0.3	0	0.1	0.3	0	0.2	0.2	0	0	0	0.1	0	0.2	0.1	0	0	0	0	0.3	0	0.2	0	0	0.3	0	0.1	0.1	0.1	0.1	0	0.1	0	0	0.1	0.1	0.1	0	0	0.3	0	0.2	0	0	0.5	0	0	0	0.1	0	0.2	0.1	0	0	0.1	0.1	0	0	0	0.1	0	0.3
577284abedc2cb3880fe87e1	Modern Art	Surrealism	Victor Brauner	Painted from Nature	1937	yes	face	-0.11	0.024	0.036	0.193	0.084	0.084	0.157	0.205	0.024	0.145	0.036	0.06	0.145	0.036	0.012	0.048	0.024	0.024	0.494	0.108	0	0.049	0.049	0.244	0.085	0.073	0.146	0.256	0.037	0.073	0.037	0.024	0.085	0.037	0.024	0.037	0.037	0.012	0.476	0.098	0	0.037	0.012	0.134	0.037	0.024	0.024	0.024	0.098	0.512	0.183	0.122	0.22	0.012	0.012	0.037	0.012	0.012	0.146	0.134	0.012
57727ffeedc2cb3880efda29	Modern Art	Expressionism	Tivadar Kosztka Csontvary	The Eastern Railway Station at Night	1902	yes	none	1	0	0	0.2	0	0	0	0.3	0	0.1	0.1	0	0.1	0.1	0	0.3	0	0	0.1	0.1	0.1	0	0	0.1	0.2	0	0	0.3	0	0.1	0	0	0.1	0.1	0	0.2	0	0	0.2	0.1	0.1	0	0.1	0.3	0	0	0	0.1	0	0.2	0.1	0	0	0	0	0.2	0	0	0.2	0	0.1
5772883dedc2cb388009e29b	Modern Art	Surrealism	Serge Brignoni	Untitled	1939	yes	none	-0.3	0	0.1	0.5	0	0	0.1	0.3	0	0	0	0	0.1	0.1	0	0.1	0	0	0.6	0	0	0	0	0.6	0	0	0.1	0.1	0	0	0	0	0	0	0.1	0.2	0	0	0.8	0	0	0.1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.5
577286baedc2cb388004fb15	Modern Art	Pop Art	Kenneth Price	Blind Sea Turtle Cup	1968	no	none	0.45	0.091	0	0.182	0.091	0.091	0.182	0.091	0.091	0.091	0	0	0.091	0	0.091	0.091	0.091	0.091	0.364	0.182	0.091	0.091	0	0.273	0	0.091	0.182	0	0.091	0	0.091	0	0.091	0	0.091	0	0.091	0.091	0.455	0	0	0.091	0	0.364	0	0.091	0	0.182	0	0.091	0.091	0	0.091	0	0.091	0.273	0	0.091	0.364	0.091	0.091
577283d1edc2cb3880fbe38c	Modern Art	"Abstract Art,Surrealism"	Jock Macdonald	"Modality Series, Spring Awakening 854A"	1937	yes	none	1	0	0	0.182	0	0	0	0	0.091	0.273	0.091	0	0.273	0	0	0	0	0	0.364	0	0	0	0.091	0.091	0	0	0.091	0	0	0.364	0	0.091	0.182	0	0	0	0	0	0.364	0	0	0	0	0.3	0	0	0.1	0	0.1	0.3	0	0	0.1	0	0	0	0	0	0.1	0	0
57727f3aedc2cb3880ed6f12	Modern Art	Color Field Painting	Sam Francis	Untitled (Bright Ring #1) (SFP68-55)	1968	yes	none	-0.9	0	0	0.222	0	0	0.222	0.111	0	0.111	0.222	0	0	0.222	0	0.111	0	0	0.111	0	0	0	0.1	0.2	0	0	0.1	0	0	0.1	0.1	0	0	0.1	0	0.1	0	0.1	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.2	0	0.5
57727cb9edc2cb3880e560b7	Renaissance Art	Northern Renaissance	Jan van Hemessen	Christ Carrying The Cross	1553	yes	face	1.3	0.1	0	0	0.1	0	0.1	0.3	0.1	0.1	0.1	0.1	0	0.2	0	0.7	0.3	0	0	0.1	0	0	0	0	0.1	0	0.1	0.4	0.1	0.1	0	0	0.1	0.1	0	0.6	0.2	0	0	0.1	0	0	0	0	0	0	0	0.3	0.1	0	0.1	0.1	0	0.1	0.1	0.8	0.2	0	0	0.1	0
57728393edc2cb3880fb3188	Modern Art	Post-Impressionism	Albert Marquet	Unloading Sand	1902	yes	none	0.71	0.071	0.143	0.143	0.071	0.143	0.143	0.143	0.071	0.357	0.357	0.071	0.429	0.071	0.143	0.071	0.071	0.143	0.214	0.071	0	0.071	0.143	0.143	0.071	0.143	0.214	0.214	0.071	0.286	0.357	0.071	0.357	0.143	0.071	0.071	0.071	0.071	0.214	0.214	0	0.214	0.071	0.429	0.143	0.071	0.071	0.143	0.071	0.214	0.214	0.143	0.286	0.071	0.071	0.071	0.071	0.143	0.143	0.071	0
577283a1edc2cb3880fb4737	Modern Art	Impressionism	Henry Herbert La Thangue	The Connoisseur	1887	yes	face	2	0.083	0.167	0.333	0	0.083	0	0	0.083	0.167	0.083	0	0.167	0	0	0.083	0	0	0.083	0.5	0	0	0.167	0.333	0	0.083	0	0	0.083	0.25	0	0	0.25	0	0	0.083	0	0.083	0	0.417	0	0.083	0	0.083	0.083	0	0	0	0	0.25	0.083	0.083	0.25	0	0	0	0	0	0	0.583	0
57728469edc2cb3880fdd217	Modern Art	Lyrical Abstraction	Olivier Debre	Rose de la Montagne	1991	yes	none	0.8	0	0	0.4	0	0.1	0.2	0	0.2	0.2	0.1	0.3	0.2	0	0	0	0.1	0	0.6	0	0	0	0	0.4	0	0.1	0.2	0	0	0.1	0.2	0.3	0.2	0	0	0	0	0	0.5	0	0	0	0	0.286	0	0	0	0	0.286	0.429	0.143	0.143	0	0	0	0.143	0	0	0.143	0	0
57727da5edc2cb3880e86898	Modern Art	Magic Realism	Ivan Albright	The Vermonter	XX cent.	yes	face	1.5	0	0	0.1	0	0	0.1	0.1	0	0.2	0.3	0	0.1	0	0	0.3	0	0	0.1	0.8	0	0.1	0	0.1	0	0	0.1	0.1	0.2	0.1	0.2	0.1	0	0	0	0.3	0	0	0.1	0.6	0	0	0	0.7	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.2	0.2	0.1
57727fa3edc2cb3880eeabc4	Contemporary Art	Minimalism	Robert Ryman	Classico 5	1968	yes	none	-0.58	0	0	0.083	0	0	0.25	0	0.083	0.083	0	0	0	0	0	0.167	0	0	0.5	0	0.083	0	0	0	0	0	0.167	0	0	0.167	0.083	0	0.083	0.083	0	0	0	0	0.417	0	0.083	0	0.083	0.167	0	0	0.083	0	0	0.083	0.167	0.083	0	0	0	0	0	0	0.25	0.083	0.167
577283e1edc2cb3880fbfdbe	Modern Art	Pop Art	Jorge Martins	Eros Crom&#225;tico	1964	yes	body	1.15	0.154	0.077	0.308	0.077	0.077	0.154	0.077	0.077	0.385	0.077	0.231	0.077	0.154	0.154	0.077	0.231	0.154	0.385	0.154	0	0.154	0.077	0.231	0.077	0.077	0.154	0.077	0.077	0.308	0.077	0.154	0.077	0.154	0.077	0.077	0.154	0.231	0.308	0.154	0	0.077	0.077	0.385	0.154	0.077	0.231	0.077	0.077	0.154	0.077	0.308	0.154	0.077	0.077	0.077	0.154	0.077	0.231	0.077	0
5772878bedc2cb3880077017	Modern Art	Color Field Painting	Warren Rohrer	Summer Red	1972	yes	none	0	0	0.1	0.2	0	0.1	0.2	0	0	0.3	0.3	0.1	0	0	0	0	0.1	0.1	0.4	0.2	0.1	0	0	0.3	0	0	0	0	0.1	0.2	0.2	0.2	0	0.1	0	0.1	0.1	0.1	0.4	0.2	0.1	0	0	0.4	0	0	0.1	0.1	0	0.4	0.3	0.1	0.2	0	0	0.1	0.1	0.1	0.3	0.1	0
57727f3bedc2cb3880ed7008	Modern Art	Lyrical Abstraction	Sam Francis	Lollipop (SF88-250)	1988	yes	none	1.3	0.1	0	0.1	0	0	0.1	0	0	0.5	0	0.1	0.3	0	0	0	0	0	0.2	0.1	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0.1	0.2	0	0	0	0	0	0.6	0	0	0	0	0.1	0	0	0	0	0	0.6	0	0	0.2	0.1	0	0	0	0	0.2	0	0
5772838fedc2cb3880fb2c20	Modern Art	Expressionism	Marsden Hartley	The Ice Hole	1908	yes	none	1.71	0.071	0.143	0.143	0.071	0.071	0.143	0.143	0.071	0.143	0.214	0.143	0.286	0.214	0.071	0.357	0.071	0.071	0.143	0.143	0	0.071	0.143	0.143	0.071	0.071	0.143	0.214	0.071	0.357	0.143	0.143	0.214	0.143	0.071	0.143	0.071	0.071	0.214	0.143	0	0.143	0.071	0.357	0.143	0.071	0.214	0.214	0.143	0.214	0.071	0.071	0.214	0.143	0.071	0.286	0.071	0.071	0.143	0.071	0
577276f1edc2cb3880d32623	Modern Art	Impressionism	Alfred Sisley	Boats	1885	yes	body	2	0	0	0.091	0	0	0	0	0	0.636	0.364	0.091	0.364	0	0	0	0	0	0	0.182	0	0	0	0.091	0	0	0	0	0	0.636	0.364	0.091	0.273	0	0	0	0	0	0	0.182	0	0	0	0.182	0	0	0.182	0	0	0.364	0.091	0.091	0.091	0	0	0	0	0	0	0.091	0
57727681edc2cb3880d1d444	Modern Art	"Color Field Painting,Lyrical Abstraction"	Paul Jenkins	Phenomena Tibetan Flange	1973	yes	none	1.46	0.03	0.015	0.284	0.015	0.03	0.06	0.015	0	0.358	0.09	0.075	0.313	0.015	0.045	0.015	0	0	0.284	0.119	0	0.045	0	0.299	0.015	0	0.045	0.015	0.06	0.358	0.06	0.119	0.239	0.03	0.015	0.03	0	0	0.254	0.104	0	0.015	0.031	0.477	0	0	0.092	0.046	0.015	0.138	0.108	0.046	0.108	0.031	0.015	0	0	0	0.154	0.108	0.046
577278bbedc2cb3880d8c4f4	Renaissance Art	Early Renaissance	Domenico Ghirlandaio	"Piero, Eldest Son of Lorenzo the Magnificent, Called Piero the Unfortunate"	XV cent.	yes	face	1	0.1	0	0.2	0.2	0	0	0	0.2	0.1	0.2	0	0	0	0	0.1	0	0	0.1	0.5	0	0.111	0	0.222	0.111	0	0	0	0.222	0.111	0.222	0.111	0	0	0	0	0	0	0.111	0.556	0	0	0	0.222	0.111	0	0.111	0.111	0.111	0.111	0.111	0	0	0	0	0.222	0	0	0.111	0.444	0
57727f7cedc2cb3880ee13cc	Modern Art	Color Field Painting	Frank Stella	Gran Cairo	1962	yes	none	0.3	0	0	0.2	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0.7	0.1	0	0	0	0.4	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0.7	0.1	0	0	0	0.3	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.6	0.3	0.1
57727016edc2cb3880bceb88	Post Renaissance Art	Baroque	Francisco de Zurbaran	The Defence of Cadiz against the English	1634	yes	face	1.9	0.1	0.1	0.1	0	0.1	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0.9	0	0.1	0.1	0.1	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0.8	0	0	0	0.3	0	0.2	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.4	0
58666b64edc2cd757c151ce3	Renaissance Art	High Renaissance	Bartolomeo Veneto	Portrait of a Noble Lady	XV-XVI cent.	yes	face	1.4	0	0	0.1	0.2	0	0	0	0.2	0.3	0	0.2	0.3	0	0	0.2	0	0.1	0.1	0.3	0	0	0.1	0.1	0.2	0	0	0	0.1	0.2	0	0.2	0.1	0	0	0.3	0.1	0	0.1	0.2	0	0.1	0	0.1	0.1	0	0	0	0.2	0.3	0.1	0.1	0.2	0	0	0	0	0	0.1	0.5	0
577287caedc2cb38800826ff	Modern Art	Neo-Expressionism	Paul Wonner	Figures in Sunlight	1960	yes	face	0.9	0	0	0.1	0.1	0	0.1	0.2	0.1	0.3	0.4	0.1	0.1	0.3	0.1	0.1	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0	0.1	0	0.3	0.2	0.4	0	0.1	0.2	0.1	0.1	0	0.1	0.1	0	0	0	0.2	0	0.1	0.1	0	0.2	0.3	0.3	0	0.2	0	0	0.1	0	0	0.1	0.2	0.1
577288ddedc2cb38800bde5d	Contemporary Art	Minimalism	Herbert Zangs	Untitled	1958	yes	none	0.09	0	0	0.364	0	0.091	0.091	0.182	0	0	0.091	0	0.091	0	0	0.182	0	0	0.455	0.182	0	0	0	0.455	0	0	0.091	0.091	0	0	0.091	0	0	0	0	0.182	0	0	0.545	0.182	0	0	0	0.4	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0.4
577280f0edc2cb3880f2feae	Modern Art	Lyrical Abstraction	Pierre Tal-Coat	Au matin	1981	yes	none	0.3	0	0	0.2	0	0	0	0	0.1	0.2	0.2	0.1	0.1	0	0	0.1	0	0	0.3	0.1	0	0	0	0.1	0	0.1	0.1	0	0	0.3	0.3	0.1	0	0	0	0.1	0	0	0.3	0.1	0	0	0	0.222	0	0	0	0	0	0.222	0.222	0	0.111	0	0	0	0	0	0.111	0.111	0.333
57727800edc2cb3880d64d2d	Renaissance Art	Northern Renaissance	Albrecht Altdorfer	Penitent&#160;St.&#160;Jerome	1507	yes	face	1	0	0	0.3	0.1	0	0	0.2	0	0.4	0.3	0	0.3	0	0	0.1	0	0	0.3	0.5	0	0	0	0.5	0.1	0	0	0.2	0	0.4	0.3	0	0.2	0	0	0	0.1	0	0.1	0.5	0	0	0	0.4	0	0	0	0	0	0	0.1	0	0.1	0.1	0.2	0.4	0.1	0	0.2	0.3	0.1
57727e57edc2cb3880ea75ca	Post Renaissance Art	Rococo	Benjamin West	"The Indians Delivering up the English Captives to Colonel Bouquet near his camp at the folks of Muskingum, North America in November 1764"	1769	yes	face	1.2	0.1	0	0.1	0.1	0.2	0	0.3	0.1	0.2	0	0	0.4	0	0.2	0.2	0.1	0	0.2	0.2	0	0	0	0	0.1	0	0	0.5	0.1	0.3	0.2	0	0.3	0	0	0.1	0.1	0	0	0.1	0	0.1	0.2	0.1	0.1	0.2	0	0.3	0	0.1	0	0.1	0.3	0	0	0.1	0	0	0	0.2	0
57728496edc2cb3880fe6a9c	Modern Art	Abstract Art	Paul Klee	New Harmony	1936	yes	none	0.7	0.1	0	0.3	0	0	0.1	0	0.1	0.3	0.2	0	0.2	0	0	0	0	0	0.1	0.1	0	0	0	0.2	0	0	0.1	0	0.1	0.2	0.1	0	0.2	0	0	0	0	0	0.2	0.1	0.1	0	0	0.3	0	0	0.1	0	0.1	0.3	0.1	0	0.4	0	0	0	0	0	0.1	0.1	0
577283ccedc2cb3880fbdb8e	Modern Art	Abstract Expressionism	Frank Lobdell	1-Aug-48	1948	yes	none	-0.31	0	0.06	0.269	0.03	0.045	0.164	0.179	0.015	0.03	0.015	0.03	0.015	0.09	0.104	0.299	0.075	0	0.403	0.03	0.03	0.015	0.015	0.254	0.03	0.045	0.149	0.179	0.045	0.015	0.015	0.03	0.015	0.104	0.06	0.328	0.045	0.015	0.358	0.03	0.015	0.03	0	0.424	0.015	0.015	0.076	0	0.045	0.03	0.076	0	0.091	0.03	0.015	0.03	0	0.015	0.182	0.076	0.182
57727f1aedc2cb3880eced71	Modern Art	Color Field Painting	Clyfford Still	Untitled	1951	yes	none	-1.3	0	0	0.2	0	0.1	0.1	0	0	0.1	0	0	0	0.2	0	0.4	0	0	0.1	0	0.2	0.1	0	0.3	0	0	0.2	0.2	0	0.1	0	0	0	0	0	0.4	0	0	0	0	0.2	0	0	0.3	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0.4	0	0.3
57727a6eedc2cb3880de788b	Modern Art	Cubism	Olexandr Archipenko	Two Nude Female Figures with a Cloth	1921	yes	face	1.7	0	0	0.3	0	0	0.1	0	0	0.6	0.3	0.2	0.3	0.1	0.1	0	0.1	0.1	0.2	0.3	0	0	0.1	0.2	0	0.1	0.1	0.1	0	0.7	0.2	0.1	0.3	0	0.1	0.1	0.1	0.1	0.1	0.2	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.5	0.4	0.1	0.3	0	0	0	0	0.1	0.2	0.2	0
5899c27eedc2c97aacea06a3	Post Renaissance Art	Neoclassicism	Anton Raphael Mengs	Carlos III	1761	yes	face	1	0	0	0	0.091	0	0	0	0.091	0.182	0	0.091	0.273	0	0	0	0	0	0	0.727	0	0	0	0	0.091	0	0	0	0.091	0.182	0	0.091	0.182	0	0	0	0	0	0	0.727	0	0	0	0.091	0.091	0	0.091	0	0	0	0	0	0.182	0	0	0	0	0	0	0.818	0
57728712edc2cb3880062752	Contemporary Art	Minimalism	Mathias Goeritz	Message (Mensaje)	1967	yes	none	0.5	0	0	0.5	0	0.1	0	0	0	0.1	0	0	0.2	0.1	0	0	0	0	0.6	0.2	0	0	0	0.6	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.3	0.2	0	0	0	0.9	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0
577284a6edc2cb3880fe7f65	Modern Art	Color Field Painting	John Ferren	Untitled	1952	yes	none	-0.55	0	0	0.091	0	0.091	0.182	0.091	0	0	0.091	0	0.091	0	0	0.091	0	0	0.636	0.182	0	0	0	0.273	0	0.091	0.182	0.182	0	0	0	0	0.091	0	0	0.091	0	0	0.455	0.182	0	0	0	0.444	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0.333
57728329edc2cb3880fa0441	Modern Art	Abstract Art	Jean Helion	Ile de France	1935	yes	none	0.2	0	0	0.6	0.1	0.1	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.7	0	0	0.1	0	0.5	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.8	0	0	0	0	0.556	0	0.111	0.111	0.111	0.111	0.111	0.111	0	0	0	0	0	0.111	0	0.333	0.111	0
577279a7edc2cb3880dbeb14	Modern Art	Cubism	Lyubov Popova	Portrait of a Philosopher	1915	yes	face	0.73	0.091	0	0.273	0	0.091	0.091	0.091	0	0.182	0.091	0	0.091	0	0	0	0	0	0.273	0.091	0	0	0	0.364	0	0	0	0.091	0	0.091	0.091	0	0	0	0	0	0	0	0.545	0.091	0	0	0	0.364	0	0	0	0	0.091	0.364	0.182	0	0.182	0	0	0	0	0	0	0.091	0
57728501edc2cb3880ffb43e	Modern Art	Art Informel	Jean-Michel Atlan	Untitled	1943	yes	none	-0.3	0	0	0.5	0	0.1	0.2	0.4	0	0	0	0	0.1	0	0	0	0	0	0.5	0.2	0	0	0.1	0.4	0	0	0.2	0.2	0	0	0	0	0.1	0	0	0	0	0	0.5	0.2	0	0	0	0.5	0	0	0.25	0.125	0	0	0	0	0	0	0	0	0	0	0.25	0.125	0.125
