UTENTE,OPERA,IS_PAINTING,RATING
worker_67,577281a6edc2cb3880f51191,yes,3
worker_68,577287cdedc2cb3880082d99,yes,0
worker_68,57727f0cedc2cb3880ecdb83,yes,-1
worker_68,59ae652fedc2c9cdd8ab6789,yes,1
worker_68,577284faedc2cb3880ffa942,yes,-1
worker_68,577281a6edc2cb3880f51191,yes,-1
worker_39,577287cdedc2cb3880082d99,yes,1
worker_39,57727f0cedc2cb3880ecdb83,yes,-3
worker_39,59ae652fedc2c9cdd8ab6789,yes,1
worker_39,577284faedc2cb3880ffa942,yes,-2
worker_39,577281a6edc2cb3880f51191,yes,1
worker_69,577287cdedc2cb3880082d99,yes,-2
worker_69,57727f0cedc2cb3880ecdb83,yes,-2
worker_69,59ae652fedc2c9cdd8ab6789,yes,-3
worker_69,577284faedc2cb3880ffa942,yes,1
worker_69,577281a6edc2cb3880f51191,yes,0
worker_70,577287cdedc2cb3880082d99,yes,-1
worker_70,57727f0cedc2cb3880ecdb83,yes,2
worker_70,59ae652fedc2c9cdd8ab6789,yes,-2
worker_70,577284faedc2cb3880ffa942,yes,2
worker_70,577281a6edc2cb3880f51191,yes,-2
worker_71,577287cdedc2cb3880082d99,yes,1
worker_71,57727f0cedc2cb3880ecdb83,yes,0
worker_71,59ae652fedc2c9cdd8ab6789,yes,2
worker_71,577284faedc2cb3880ffa942,yes,1
worker_71,577281a6edc2cb3880f51191,yes,0
worker_20,577287cdedc2cb3880082d99,yes,2
worker_20,57727f0cedc2cb3880ecdb83,yes,3
worker_20,59ae652fedc2c9cdd8ab6789,yes,2
worker_20,577284faedc2cb3880ffa942,yes,2
worker_20,577281a6edc2cb3880f51191,yes,3
worker_51,57727d69edc2cb3880e7bc70,yes,1
worker_51,57727a9bedc2cb3880df19ad,yes,-1
worker_51,57728221edc2cb3880f6badb,yes,1
worker_51,577284a4edc2cb3880fe7d25,yes,1
worker_51,577288e6edc2cb38800becac,yes,1
worker_67,57727d69edc2cb3880e7bc70,yes,0
worker_67,57727a9bedc2cb3880df19ad,yes,3
worker_67,57728221edc2cb3880f6badb,yes,3
worker_67,577284a4edc2cb3880fe7d25,yes,3
worker_67,577288e6edc2cb38800becac,yes,3
worker_12,57727d69edc2cb3880e7bc70,yes,2
worker_12,57727a9bedc2cb3880df19ad,yes,2
worker_12,57728221edc2cb3880f6badb,yes,0
worker_12,577284a4edc2cb3880fe7d25,yes,0
worker_12,577288e6edc2cb38800becac,yes,0
worker_59,57727d69edc2cb3880e7bc70,yes,2
worker_59,57727a9bedc2cb3880df19ad,yes,0
worker_59,57728221edc2cb3880f6badb,yes,0
worker_59,577284a4edc2cb3880fe7d25,yes,1
worker_59,577288e6edc2cb38800becac,yes,3
worker_87,57727d69edc2cb3880e7bc70,yes,3
worker_87,57727a9bedc2cb3880df19ad,yes,2
worker_87,57728221edc2cb3880f6badb,yes,1
worker_87,577284a4edc2cb3880fe7d25,yes,3
worker_87,577288e6edc2cb38800becac,yes,3
worker_26,57727d69edc2cb3880e7bc70,yes,-1
worker_26,57727a9bedc2cb3880df19ad,yes,1
worker_26,57728221edc2cb3880f6badb,yes,-2
worker_26,577284a4edc2cb3880fe7d25,yes,-2
worker_26,577288e6edc2cb38800becac,yes,0
worker_149,57727d69edc2cb3880e7bc70,yes,1
worker_149,57727a9bedc2cb3880df19ad,yes,2
worker_149,57728221edc2cb3880f6badb,yes,0
worker_149,577284a4edc2cb3880fe7d25,yes,-1
worker_149,577288e6edc2cb38800becac,yes,1
worker_17,57727d69edc2cb3880e7bc70,yes,3
worker_17,57727a9bedc2cb3880df19ad,yes,3
worker_17,57728221edc2cb3880f6badb,yes,2
worker_17,577284a4edc2cb3880fe7d25,yes,0
worker_17,577288e6edc2cb38800becac,yes,3
worker_29,57727d69edc2cb3880e7bc70,yes,3
worker_29,57727a9bedc2cb3880df19ad,yes,2
worker_29,57728221edc2cb3880f6badb,yes,1
worker_29,577284a4edc2cb3880fe7d25,yes,0
worker_29,577288e6edc2cb38800becac,yes,2
worker_193,57727d69edc2cb3880e7bc70,yes,0
worker_193,57727a9bedc2cb3880df19ad,yes,1
worker_193,57728221edc2cb3880f6badb,yes,1
worker_193,577288e6edc2cb38800becac,yes,1
worker_40,57727d69edc2cb3880e7bc70,yes,0
worker_40,57727a9bedc2cb3880df19ad,yes,1
worker_40,57728221edc2cb3880f6badb,yes,-1
worker_40,577284a4edc2cb3880fe7d25,yes,0
worker_40,577288e6edc2cb38800becac,yes,1
worker_89,57728724edc2cb3880064406,yes,-3
worker_89,57728061edc2cb3880f11eb2,yes,-2
worker_89,590a5e2cedc2c95b34ded0df,yes,1
worker_89,57728a7fedc2cb3880112241,yes,2
worker_89,57728705edc2cb388006128b,yes,1
worker_65,57728724edc2cb3880064406,yes,-1
worker_65,57728061edc2cb3880f11eb2,yes,0
worker_65,590a5e2cedc2c95b34ded0df,yes,1
worker_65,57728a7fedc2cb3880112241,yes,1
worker_65,57728705edc2cb388006128b,yes,1
worker_43,57728724edc2cb3880064406,yes,0
worker_43,57728061edc2cb3880f11eb2,yes,1
worker_43,590a5e2cedc2c95b34ded0df,yes,1
worker_43,57728a7fedc2cb3880112241,yes,1
worker_43,57728705edc2cb388006128b,yes,1
worker_38,57728724edc2cb3880064406,yes,-3
worker_38,57728061edc2cb3880f11eb2,yes,-3
worker_38,590a5e2cedc2c95b34ded0df,yes,1
worker_38,57728a7fedc2cb3880112241,yes,1
worker_38,57728705edc2cb388006128b,yes,0
worker_37,57728724edc2cb3880064406,yes,-2
worker_37,57728061edc2cb3880f11eb2,yes,2
worker_37,590a5e2cedc2c95b34ded0df,yes,1
worker_37,57728a7fedc2cb3880112241,yes,1
worker_37,57728705edc2cb388006128b,yes,2
worker_36,57728724edc2cb3880064406,yes,0
worker_36,57728061edc2cb3880f11eb2,yes,0
worker_36,590a5e2cedc2c95b34ded0df,yes,1
worker_36,57728a7fedc2cb3880112241,yes,0
worker_36,57728705edc2cb388006128b,yes,0
worker_14,57728724edc2cb3880064406,yes,0
worker_14,57728061edc2cb3880f11eb2,yes,1
worker_14,590a5e2cedc2c95b34ded0df,yes,2
worker_14,57728a7fedc2cb3880112241,yes,2
worker_14,57728705edc2cb388006128b,yes,2
worker_91,57728724edc2cb3880064406,yes,-2
worker_91,57728061edc2cb3880f11eb2,yes,0
worker_91,590a5e2cedc2c95b34ded0df,yes,-1
worker_91,57728a7fedc2cb3880112241,yes,0
worker_91,57728705edc2cb388006128b,yes,0
worker_92,57728724edc2cb3880064406,yes,2
worker_92,57728061edc2cb3880f11eb2,yes,0
worker_92,590a5e2cedc2c95b34ded0df,yes,0
worker_92,57728a7fedc2cb3880112241,yes,3
worker_92,57728705edc2cb388006128b,yes,0
worker_134,57728724edc2cb3880064406,yes,-3
worker_134,57728061edc2cb3880f11eb2,yes,-1
worker_134,590a5e2cedc2c95b34ded0df,yes,3
worker_134,57728a7fedc2cb3880112241,yes,3
worker_134,57728705edc2cb388006128b,yes,2
worker_28,58edc524edc2c963ccacd9a3,yes,3
worker_28,57727e75edc2cb3880eaf9af,yes,1
worker_28,57726ff1edc2cb3880bc543b,yes,2
worker_28,57727f7bedc2cb3880ee1333,yes,1
worker_28,57728a6bedc2cb388010feee,yes,1
worker_8,58edc524edc2c963ccacd9a3,yes,2
worker_8,57727e75edc2cb3880eaf9af,yes,2
worker_8,57726ff1edc2cb3880bc543b,yes,2
worker_8,57727f7bedc2cb3880ee1333,yes,1
worker_8,57728a6bedc2cb388010feee,yes,1
worker_84,58edc524edc2c963ccacd9a3,yes,1
worker_84,57727e75edc2cb3880eaf9af,yes,2
worker_84,57726ff1edc2cb3880bc543b,yes,2
worker_84,57727f7bedc2cb3880ee1333,yes,3
worker_84,57728a6bedc2cb388010feee,yes,2
worker_87,58edc524edc2c963ccacd9a3,yes,2
worker_87,57727e75edc2cb3880eaf9af,yes,3
worker_87,57726ff1edc2cb3880bc543b,yes,3
worker_87,57727f7bedc2cb3880ee1333,yes,2
worker_87,57728a6bedc2cb388010feee,yes,2
worker_1,58edc524edc2c963ccacd9a3,yes,2
worker_1,57727e75edc2cb3880eaf9af,yes,1
worker_1,57726ff1edc2cb3880bc543b,yes,1
worker_1,57727f7bedc2cb3880ee1333,yes,-2
worker_1,57728a6bedc2cb388010feee,yes,-2
worker_88,58edc524edc2c963ccacd9a3,yes,3
worker_88,57727e75edc2cb3880eaf9af,yes,-3
worker_88,57726ff1edc2cb3880bc543b,yes,3
worker_88,57727f7bedc2cb3880ee1333,yes,1
worker_88,57728a6bedc2cb388010feee,yes,-3
worker_59,58edc524edc2c963ccacd9a3,yes,3
worker_59,57727e75edc2cb3880eaf9af,yes,3
worker_59,57726ff1edc2cb3880bc543b,yes,3
worker_59,57727f7bedc2cb3880ee1333,yes,3
worker_59,57728a6bedc2cb388010feee,yes,1
worker_85,58edc524edc2c963ccacd9a3,yes,3
worker_85,57727e75edc2cb3880eaf9af,yes,2
worker_85,57726ff1edc2cb3880bc543b,yes,3
worker_85,57727f7bedc2cb3880ee1333,yes,3
worker_85,57728a6bedc2cb388010feee,yes,3
worker_10,58edc524edc2c963ccacd9a3,yes,2
worker_10,57727e75edc2cb3880eaf9af,yes,2
worker_10,57726ff1edc2cb3880bc543b,yes,2
worker_10,57727f7bedc2cb3880ee1333,yes,1
worker_10,57728a6bedc2cb388010feee,yes,2
worker_37,58edc524edc2c963ccacd9a3,yes,3
worker_37,57727e75edc2cb3880eaf9af,yes,3
worker_37,57726ff1edc2cb3880bc543b,yes,3
worker_37,57727f7bedc2cb3880ee1333,yes,3
worker_37,57728a6bedc2cb388010feee,yes,2
worker_8,577281abedc2cb3880f515b0,yes,1
worker_8,57728591edc2cb3880018fa2,yes,2
worker_8,577272d4edc2cb3880c69724,yes,1
worker_8,577278e8edc2cb3880d95e78,yes,1
worker_37,577281abedc2cb3880f515b0,yes,1
worker_37,57728904edc2cb38800c7184,yes,1
worker_37,57728591edc2cb3880018fa2,yes,2
worker_37,577272d4edc2cb3880c69724,yes,2
worker_37,577278e8edc2cb3880d95e78,yes,2
worker_106,577281abedc2cb3880f515b0,yes,2
worker_106,57728904edc2cb38800c7184,yes,2
worker_106,57728591edc2cb3880018fa2,yes,2
worker_106,577272d4edc2cb3880c69724,yes,2
worker_106,577278e8edc2cb3880d95e78,yes,3
worker_15,577281abedc2cb3880f515b0,yes,2
worker_15,57728591edc2cb3880018fa2,yes,3
worker_15,577272d4edc2cb3880c69724,yes,3
worker_15,577278e8edc2cb3880d95e78,yes,3
worker_5,577281abedc2cb3880f515b0,yes,0
worker_5,57728591edc2cb3880018fa2,yes,0
worker_5,577272d4edc2cb3880c69724,yes,2
worker_5,577278e8edc2cb3880d95e78,yes,3
worker_20,577281abedc2cb3880f515b0,yes,-1
worker_20,57728591edc2cb3880018fa2,yes,-1
worker_20,577272d4edc2cb3880c69724,yes,1
worker_20,577278e8edc2cb3880d95e78,yes,3
worker_125,577281abedc2cb3880f515b0,yes,-2
worker_125,57728591edc2cb3880018fa2,yes,3
worker_125,577272d4edc2cb3880c69724,yes,2
worker_125,577278e8edc2cb3880d95e78,yes,3
worker_58,577281abedc2cb3880f515b0,yes,2
worker_58,57728591edc2cb3880018fa2,yes,1
worker_58,577272d4edc2cb3880c69724,yes,1
worker_58,577278e8edc2cb3880d95e78,yes,1
worker_6,577281abedc2cb3880f515b0,yes,-1
worker_6,57728591edc2cb3880018fa2,yes,-2
worker_6,577272d4edc2cb3880c69724,yes,2
worker_6,577278e8edc2cb3880d95e78,yes,1
worker_120,577281abedc2cb3880f515b0,yes,2
worker_120,57728591edc2cb3880018fa2,yes,0
worker_120,577272d4edc2cb3880c69724,yes,2
worker_120,577278e8edc2cb3880d95e78,yes,2
worker_6,57728295edc2cb3880f81d19,yes,2
worker_6,57728268edc2cb3880f77f6d,yes,1
worker_6,577287aeedc2cb388007fa99,yes,-2
worker_6,57727e24edc2cb3880e9d117,yes,1
worker_6,5772878aedc2cb3880076e57,yes,-2
worker_33,57728295edc2cb3880f81d19,yes,2
worker_33,57728268edc2cb3880f77f6d,yes,2
worker_33,577287aeedc2cb388007fa99,yes,0
worker_33,57727e24edc2cb3880e9d117,yes,1
worker_33,5772878aedc2cb3880076e57,yes,1
worker_113,57728295edc2cb3880f81d19,yes,0
worker_113,57728268edc2cb3880f77f6d,yes,1
worker_113,577287aeedc2cb388007fa99,yes,0
worker_113,57727e24edc2cb3880e9d117,yes,0
worker_113,5772878aedc2cb3880076e57,yes,0
worker_9,57728295edc2cb3880f81d19,yes,-3
worker_9,57728268edc2cb3880f77f6d,yes,0
worker_9,577287aeedc2cb388007fa99,yes,-3
worker_9,57727e24edc2cb3880e9d117,yes,0
worker_9,5772878aedc2cb3880076e57,yes,0
worker_129,57728295edc2cb3880f81d19,yes,-1
worker_129,577287aeedc2cb388007fa99,yes,-3
worker_129,57727e24edc2cb3880e9d117,yes,-1
worker_129,5772878aedc2cb3880076e57,yes,-2
worker_43,57728295edc2cb3880f81d19,yes,1
worker_43,57728268edc2cb3880f77f6d,yes,-1
worker_43,577287aeedc2cb388007fa99,yes,0
worker_43,57727e24edc2cb3880e9d117,yes,1
worker_43,5772878aedc2cb3880076e57,yes,0
worker_3,57728295edc2cb3880f81d19,yes,0
worker_3,57728268edc2cb3880f77f6d,yes,1
worker_3,577287aeedc2cb388007fa99,yes,0
worker_3,57727e24edc2cb3880e9d117,yes,0
worker_3,5772878aedc2cb3880076e57,yes,0
worker_114,57728295edc2cb3880f81d19,yes,2
worker_114,57728268edc2cb3880f77f6d,yes,2
worker_114,577287aeedc2cb388007fa99,yes,2
worker_114,57727e24edc2cb3880e9d117,yes,2
worker_114,5772878aedc2cb3880076e57,yes,2
worker_151,57728295edc2cb3880f81d19,yes,0
worker_151,57728268edc2cb3880f77f6d,yes,-2
worker_151,577287aeedc2cb388007fa99,yes,0
worker_151,57727e24edc2cb3880e9d117,yes,0
worker_151,5772878aedc2cb3880076e57,yes,0
worker_40,57728295edc2cb3880f81d19,yes,1
worker_40,57728268edc2cb3880f77f6d,yes,-3
worker_40,577287aeedc2cb388007fa99,yes,1
worker_40,57727e24edc2cb3880e9d117,yes,1
worker_40,5772878aedc2cb3880076e57,yes,0
worker_46,57728295edc2cb3880f81d19,yes,-2
worker_46,57728268edc2cb3880f77f6d,yes,3
worker_46,577287aeedc2cb388007fa99,yes,0
worker_46,57727e24edc2cb3880e9d117,yes,0
worker_46,5772878aedc2cb3880076e57,yes,-2
worker_22,57728295edc2cb3880f81d19,yes,-1
worker_22,57728268edc2cb3880f77f6d,yes,1
worker_22,577287aeedc2cb388007fa99,yes,-2
worker_22,57727e24edc2cb3880e9d117,yes,1
worker_1,57728295edc2cb3880f81d19,yes,-3
worker_1,57728268edc2cb3880f77f6d,yes,2
worker_1,577287aeedc2cb388007fa99,yes,3
worker_1,57727e24edc2cb3880e9d117,yes,1
worker_1,5772878aedc2cb3880076e57,yes,2
worker_67,57728295edc2cb3880f81d19,yes,3
worker_67,57728268edc2cb3880f77f6d,yes,0
worker_67,577287aeedc2cb388007fa99,yes,3
worker_67,57727e24edc2cb3880e9d117,yes,2
worker_67,5772878aedc2cb3880076e57,yes,3
worker_40,57728265edc2cb3880f77b9d,yes,-1
worker_40,57728353edc2cb3880fa905e,yes,-1
worker_40,57727f90edc2cb3880ee3588,yes,-1
worker_40,577278bbedc2cb3880d8c504,yes,-1
worker_40,57727c90edc2cb3880e4ca86,yes,2
worker_173,57728265edc2cb3880f77b9d,yes,-1
worker_173,57728353edc2cb3880fa905e,yes,3
worker_173,57727f90edc2cb3880ee3588,yes,3
worker_173,577278bbedc2cb3880d8c504,yes,-2
worker_173,57727c90edc2cb3880e4ca86,yes,3
worker_11,57728265edc2cb3880f77b9d,yes,3
worker_11,57728353edc2cb3880fa905e,yes,1
worker_11,57727f90edc2cb3880ee3588,yes,2
worker_11,577278bbedc2cb3880d8c504,yes,2
worker_11,57727c90edc2cb3880e4ca86,yes,2
worker_153,57728265edc2cb3880f77b9d,yes,2
worker_153,57728353edc2cb3880fa905e,yes,2
worker_153,57727f90edc2cb3880ee3588,yes,2
worker_153,577278bbedc2cb3880d8c504,yes,2
worker_153,57727c90edc2cb3880e4ca86,yes,2
worker_8,57728265edc2cb3880f77b9d,yes,3
worker_8,57728353edc2cb3880fa905e,yes,1
worker_8,57727f90edc2cb3880ee3588,yes,2
worker_8,577278bbedc2cb3880d8c504,yes,2
worker_8,57727c90edc2cb3880e4ca86,yes,2
worker_48,57728265edc2cb3880f77b9d,yes,2
worker_48,57728353edc2cb3880fa905e,yes,0
worker_48,57727f90edc2cb3880ee3588,yes,2
worker_48,577278bbedc2cb3880d8c504,yes,2
worker_48,57727c90edc2cb3880e4ca86,yes,3
worker_91,57728265edc2cb3880f77b9d,yes,-2
worker_91,57728353edc2cb3880fa905e,yes,-2
worker_91,57727f90edc2cb3880ee3588,yes,-2
worker_91,577278bbedc2cb3880d8c504,yes,-2
worker_91,57727c90edc2cb3880e4ca86,yes,-2
worker_15,57728265edc2cb3880f77b9d,yes,3
worker_15,57728353edc2cb3880fa905e,yes,2
worker_15,57727f90edc2cb3880ee3588,yes,3
worker_15,577278bbedc2cb3880d8c504,yes,3
worker_15,57727c90edc2cb3880e4ca86,yes,3
worker_29,57728265edc2cb3880f77b9d,yes,3
worker_29,57728353edc2cb3880fa905e,yes,3
worker_29,57727f90edc2cb3880ee3588,yes,2
worker_29,577278bbedc2cb3880d8c504,yes,2
worker_29,57727c90edc2cb3880e4ca86,yes,3
worker_24,57728265edc2cb3880f77b9d,yes,1
worker_24,57728353edc2cb3880fa905e,yes,-3
worker_24,57727f90edc2cb3880ee3588,yes,2
worker_24,577278bbedc2cb3880d8c504,yes,2
worker_24,57727c90edc2cb3880e4ca86,yes,2
worker_111,57728363edc2cb3880fa9f76,yes,0
worker_111,5772863eedc2cb38800396f2,yes,1
worker_111,5772847bedc2cb3880fdedd7,yes,1
worker_103,57728363edc2cb3880fa9f76,yes,3
worker_103,5772863eedc2cb38800396f2,yes,3
worker_103,5772847bedc2cb3880fdedd7,yes,3
worker_14,57728363edc2cb3880fa9f76,yes,0
worker_14,5772863eedc2cb38800396f2,yes,1
worker_14,5772847bedc2cb3880fdedd7,yes,2
worker_63,57728363edc2cb3880fa9f76,yes,2
worker_63,5772863eedc2cb38800396f2,yes,1
worker_63,5772847bedc2cb3880fdedd7,yes,3
worker_57,57728363edc2cb3880fa9f76,yes,3
worker_57,5772863eedc2cb38800396f2,yes,3
worker_57,5772847bedc2cb3880fdedd7,yes,3
worker_131,57728363edc2cb3880fa9f76,yes,0
worker_131,5772863eedc2cb38800396f2,yes,-2
worker_131,5772847bedc2cb3880fdedd7,yes,2
worker_59,5772863eedc2cb38800396f2,yes,2
worker_59,577287deedc2cb3880089e06,yes,3
worker_59,5772847bedc2cb3880fdedd7,yes,3
worker_28,57728363edc2cb3880fa9f76,yes,1
worker_28,5772863eedc2cb38800396f2,yes,1
worker_28,5772847bedc2cb3880fdedd7,yes,1
worker_77,57728363edc2cb3880fa9f76,yes,-1
worker_77,5772863eedc2cb38800396f2,yes,-2
worker_77,5772847bedc2cb3880fdedd7,yes,3
worker_23,57728363edc2cb3880fa9f76,yes,0
worker_23,5772863eedc2cb38800396f2,yes,1
worker_23,5772847bedc2cb3880fdedd7,yes,2
worker_30,577280f3edc2cb3880f30270,yes,0
worker_30,577286cbedc2cb38800569af,yes,2
worker_30,57728444edc2cb3880fd4437,yes,-2
worker_30,57727f0eedc2cb3880ecdde1,yes,1
worker_79,577280f3edc2cb3880f30270,yes,1
worker_79,577286cbedc2cb38800569af,yes,1
worker_79,57728444edc2cb3880fd4437,yes,0
worker_79,57727f0eedc2cb3880ecdde1,yes,0
worker_33,577280f3edc2cb3880f30270,yes,1
worker_33,577286cbedc2cb38800569af,yes,0
worker_33,57728444edc2cb3880fd4437,yes,0
worker_33,57727f0eedc2cb3880ecdde1,yes,1
worker_100,577280f3edc2cb3880f30270,yes,-1
worker_100,577286cbedc2cb38800569af,yes,-1
worker_100,57728444edc2cb3880fd4437,yes,2
worker_100,57727f0eedc2cb3880ecdde1,yes,-1
worker_58,577280f3edc2cb3880f30270,yes,2
worker_58,577286cbedc2cb38800569af,yes,1
worker_58,57728444edc2cb3880fd4437,yes,1
worker_58,57728952edc2cb38800d472a,yes,1
worker_58,57727f0eedc2cb3880ecdde1,yes,1
worker_3,577280f3edc2cb3880f30270,yes,0
worker_3,577286cbedc2cb38800569af,yes,1
worker_3,57728444edc2cb3880fd4437,yes,0
worker_3,57727f0eedc2cb3880ecdde1,yes,0
worker_101,577280f3edc2cb3880f30270,yes,0
worker_101,577286cbedc2cb38800569af,yes,1
worker_101,57728444edc2cb3880fd4437,yes,-1
worker_101,57727f0eedc2cb3880ecdde1,yes,0
worker_10,577280f3edc2cb3880f30270,yes,1
worker_10,577286cbedc2cb38800569af,yes,1
worker_10,57728444edc2cb3880fd4437,yes,2
worker_10,57728952edc2cb38800d472a,yes,2
worker_10,57727f0eedc2cb3880ecdde1,yes,2
worker_90,577280f3edc2cb3880f30270,yes,0
worker_90,577286cbedc2cb38800569af,yes,1
worker_90,57728444edc2cb3880fd4437,yes,-1
worker_90,57727f0eedc2cb3880ecdde1,yes,1
worker_102,577280f3edc2cb3880f30270,yes,0
worker_102,577286cbedc2cb38800569af,yes,2
worker_102,57728444edc2cb3880fd4437,yes,-2
worker_102,57727f0eedc2cb3880ecdde1,yes,0
worker_6,57727fdcedc2cb3880ef5080,yes,1
worker_6,577271fcedc2cb3880c381da,yes,2
worker_6,5772847bedc2cb3880fdee17,yes,1
worker_6,57727b79edc2cb3880e18fc4,yes,1
worker_117,57727fdcedc2cb3880ef5080,yes,2
worker_117,577271fcedc2cb3880c381da,yes,2
worker_117,5772847bedc2cb3880fdee17,yes,2
worker_117,57727b79edc2cb3880e18fc4,yes,2
worker_117,57728460edc2cb3880fdc119,yes,2
worker_22,57727fdcedc2cb3880ef5080,yes,0
worker_22,577271fcedc2cb3880c381da,yes,1
worker_22,5772847bedc2cb3880fdee17,yes,0
worker_22,57727b79edc2cb3880e18fc4,yes,0
worker_22,57728460edc2cb3880fdc119,yes,1
worker_29,57727fdcedc2cb3880ef5080,yes,3
worker_29,577271fcedc2cb3880c381da,yes,3
worker_29,5772847bedc2cb3880fdee17,yes,3
worker_29,57727b79edc2cb3880e18fc4,yes,3
worker_29,57728460edc2cb3880fdc119,yes,3
worker_175,57727fdcedc2cb3880ef5080,yes,3
worker_175,577271fcedc2cb3880c381da,yes,1
worker_175,5772847bedc2cb3880fdee17,yes,1
worker_175,57727b79edc2cb3880e18fc4,yes,2
worker_175,57728460edc2cb3880fdc119,yes,1
worker_83,57727fdcedc2cb3880ef5080,yes,2
worker_83,577271fcedc2cb3880c381da,yes,1
worker_83,5772847bedc2cb3880fdee17,yes,2
worker_83,57727b79edc2cb3880e18fc4,yes,3
worker_83,57728460edc2cb3880fdc119,yes,3
worker_24,57727fdcedc2cb3880ef5080,yes,-1
worker_24,577271fcedc2cb3880c381da,yes,-2
worker_24,5772847bedc2cb3880fdee17,yes,3
worker_24,57727b79edc2cb3880e18fc4,yes,2
worker_24,57728460edc2cb3880fdc119,yes,3
worker_8,57727fdcedc2cb3880ef5080,yes,3
worker_8,577271fcedc2cb3880c381da,yes,3
worker_8,5772847bedc2cb3880fdee17,yes,2
worker_8,57727b79edc2cb3880e18fc4,yes,2
worker_8,57728460edc2cb3880fdc119,yes,1
worker_19,57727fdcedc2cb3880ef5080,yes,2
worker_19,577271fcedc2cb3880c381da,yes,3
worker_19,5772847bedc2cb3880fdee17,yes,3
worker_19,57727b79edc2cb3880e18fc4,yes,3
worker_19,57728460edc2cb3880fdc119,yes,3
worker_23,57727fdcedc2cb3880ef5080,yes,2
worker_23,577271fcedc2cb3880c381da,yes,3
worker_23,5772847bedc2cb3880fdee17,yes,2
worker_23,57727b79edc2cb3880e18fc4,yes,2
worker_23,57728460edc2cb3880fdc119,yes,1
worker_11,57727fdcedc2cb3880ef5080,yes,2
worker_11,577271fcedc2cb3880c381da,yes,2
worker_11,5772847bedc2cb3880fdee17,yes,3
worker_11,57727b79edc2cb3880e18fc4,yes,2
worker_11,57728460edc2cb3880fdc119,yes,3
worker_27,57727fdcedc2cb3880ef5080,yes,1
worker_27,577271fcedc2cb3880c381da,yes,2
worker_27,5772847bedc2cb3880fdee17,yes,1
worker_27,57727b79edc2cb3880e18fc4,yes,1
worker_27,57728460edc2cb3880fdc119,yes,2
worker_143,5772846eedc2cb3880fdd9d5,yes,1
worker_143,57727651edc2cb3880d1371c,yes,2
worker_143,57727dacedc2cb3880e872ab,yes,1
worker_143,57727200edc2cb3880c388dc,yes,0
worker_143,577283afedc2cb3880fb5d2a,yes,0
worker_30,5772846eedc2cb3880fdd9d5,yes,0
worker_30,57727651edc2cb3880d1371c,yes,-1
worker_30,57727dacedc2cb3880e872ab,yes,2
worker_30,57727200edc2cb3880c388dc,yes,2
worker_30,577283afedc2cb3880fb5d2a,yes,1
worker_5,5772846eedc2cb3880fdd9d5,yes,-1
worker_5,57727651edc2cb3880d1371c,yes,-1
worker_5,57727dacedc2cb3880e872ab,yes,2
worker_5,57727200edc2cb3880c388dc,yes,1
worker_5,577283afedc2cb3880fb5d2a,yes,1
worker_4,5772846eedc2cb3880fdd9d5,yes,1
worker_4,57727651edc2cb3880d1371c,yes,3
worker_4,57727dacedc2cb3880e872ab,yes,1
worker_4,57727200edc2cb3880c388dc,yes,3
worker_4,577283afedc2cb3880fb5d2a,yes,2
worker_100,5772846eedc2cb3880fdd9d5,yes,3
worker_100,57727651edc2cb3880d1371c,yes,-3
worker_100,57727dacedc2cb3880e872ab,yes,-3
worker_100,57727200edc2cb3880c388dc,yes,1
worker_100,577283afedc2cb3880fb5d2a,yes,-2
worker_40,5772846eedc2cb3880fdd9d5,yes,-2
worker_40,57727651edc2cb3880d1371c,yes,-1
worker_40,57727dacedc2cb3880e872ab,yes,0
worker_40,57727200edc2cb3880c388dc,yes,0
worker_40,577283afedc2cb3880fb5d2a,yes,-1
worker_58,5772846eedc2cb3880fdd9d5,yes,1
worker_58,57727651edc2cb3880d1371c,yes,2
worker_58,57727dacedc2cb3880e872ab,yes,2
worker_58,57727200edc2cb3880c388dc,yes,0
worker_58,577283afedc2cb3880fb5d2a,yes,2
worker_110,5772846eedc2cb3880fdd9d5,yes,-2
worker_110,57727651edc2cb3880d1371c,yes,-1
worker_110,57727dacedc2cb3880e872ab,yes,-2
worker_110,57727200edc2cb3880c388dc,yes,-1
worker_110,577283afedc2cb3880fb5d2a,yes,1
worker_50,5772846eedc2cb3880fdd9d5,yes,0
worker_50,57727651edc2cb3880d1371c,yes,0
worker_50,57727dacedc2cb3880e872ab,yes,1
worker_50,57727200edc2cb3880c388dc,yes,1
worker_50,577283afedc2cb3880fb5d2a,yes,0
worker_83,5772846eedc2cb3880fdd9d5,yes,2
worker_83,57727651edc2cb3880d1371c,yes,2
worker_83,57727dacedc2cb3880e872ab,yes,2
worker_83,57727200edc2cb3880c388dc,yes,2
worker_83,577283afedc2cb3880fb5d2a,yes,2
worker_33,5772838dedc2cb3880fb291b,yes,-1
worker_33,57727bd5edc2cb3880e2c6ef,yes,0
worker_33,5772883eedc2cb388009e46f,yes,0
worker_33,57726e52edc2cb3880b6abaa,yes,-1
worker_33,57727f73edc2cb3880ee0603,yes,-3
worker_28,5772838dedc2cb3880fb291b,yes,1
worker_28,57727bd5edc2cb3880e2c6ef,yes,0
worker_28,5772883eedc2cb388009e46f,yes,1
worker_28,57726e52edc2cb3880b6abaa,yes,1
worker_28,57727f73edc2cb3880ee0603,yes,0
worker_11,5772838dedc2cb3880fb291b,yes,-2
