,user,artwork,score
6778,worker_72,57727dd8edc2cb3880e90c81,2
6779,worker_75,57727dd8edc2cb3880e90c81,0
6780,worker_69,57727dd8edc2cb3880e90c81,-1
6781,worker_67,57727dd8edc2cb3880e90c81,3
6782,worker_195,57727dd8edc2cb3880e90c81,2
6783,worker_173,57727dd8edc2cb3880e90c81,-1
6784,worker_71,57727dd8edc2cb3880e90c81,3
6785,worker_205,57727dd8edc2cb3880e90c81,-1
6786,worker_27,57727dd8edc2cb3880e90c81,2
6787,worker_226,57727dd8edc2cb3880e90c81,3
6788,worker_75,57727dd8edc2cb3880e90c81,1
6789,worker_188,57727dd8edc2cb3880e90c81,1
6790,worker_201,57727dd8edc2cb3880e90c81,-1
6791,worker_176,57727dd8edc2cb3880e90c81,-2
6792,worker_74,57727dd8edc2cb3880e90c81,-2
6793,worker_3,57727dd8edc2cb3880e90c81,0
6794,worker_6,57727dd8edc2cb3880e90c81,1
6795,worker_117,57727dd8edc2cb3880e90c81,1
6796,worker_38,57727dd8edc2cb3880e90c81,3
6797,worker_9,57727dd8edc2cb3880e90c81,0
6798,worker_67,57727dd8edc2cb3880e90c81,3
6799,worker_113,57727dd8edc2cb3880e90c81,0
6800,worker_46,57727dd8edc2cb3880e90c81,-2
6801,worker_26,57727dd8edc2cb3880e90c81,1
6802,worker_219,57727dd8edc2cb3880e90c81,-1
6803,worker_153,57727dd8edc2cb3880e90c81,2
6804,worker_78,57727dd8edc2cb3880e90c81,3
6805,worker_284,57727dd8edc2cb3880e90c81,2
6806,worker_5,57727dd8edc2cb3880e90c81,3
6807,worker_229,57727dd8edc2cb3880e90c81,2
6808,worker_85,57727dd8edc2cb3880e90c81,3
6809,worker_15,57727dd8edc2cb3880e90c81,3
6810,worker_160,57727dd8edc2cb3880e90c81,2
6811,worker_230,57727dd8edc2cb3880e90c81,0
6812,worker_13,57727dd8edc2cb3880e90c81,0
6813,worker_43,57727dd8edc2cb3880e90c81,1
6814,worker_83,57727dd8edc2cb3880e90c81,2
6815,worker_11,57727dd8edc2cb3880e90c81,3
6816,worker_120,57727dd8edc2cb3880e90c81,2
6817,worker_232,57727dd8edc2cb3880e90c81,-2
6818,worker_167,57727dd8edc2cb3880e90c81,3
6819,worker_8,57727dd8edc2cb3880e90c81,2
6820,worker_10,57727dd8edc2cb3880e90c81,-1
6821,worker_35,57727dd8edc2cb3880e90c81,-1
6822,worker_197,57727dd8edc2cb3880e90c81,1
6823,worker_32,57727dd8edc2cb3880e90c81,-1
6824,worker_24,57727dd8edc2cb3880e90c81,1
6825,worker_164,57727dd8edc2cb3880e90c81,2
6826,worker_49,57727dd8edc2cb3880e90c81,1
6827,worker_102,57727dd8edc2cb3880e90c81,-1
6828,worker_16,57727dd8edc2cb3880e90c81,1
6829,worker_57,57727dd8edc2cb3880e90c81,3
6830,worker_86,57727dd8edc2cb3880e90c81,3
6831,worker_77,57727dd8edc2cb3880e90c81,3
6832,worker_285,57727dd8edc2cb3880e90c81,2
6833,worker_223,57727dd8edc2cb3880e90c81,2
6834,worker_84,57727dd8edc2cb3880e90c81,1
6835,worker_17,57727dd8edc2cb3880e90c81,2
6836,worker_33,57727dd8edc2cb3880e90c81,2
6837,worker_107,57727dd8edc2cb3880e90c81,-2
6838,worker_28,57727dd8edc2cb3880e90c81,1
6839,worker_36,57727dd8edc2cb3880e90c81,0
6840,worker_20,57727dd8edc2cb3880e90c81,2
6841,worker_89,57727dd8edc2cb3880e90c81,1
6842,worker_41,57727dd8edc2cb3880e90c81,3
6843,worker_92,57727dd8edc2cb3880e90c81,3
6844,worker_56,57727dd8edc2cb3880e90c81,2
6845,worker_199,57727dd8edc2cb3880e90c81,-2
6846,worker_103,57727dd8edc2cb3880e90c81,2
6847,worker_20,57727566edc2cb3880ce19c4,2
6848,worker_6,57727566edc2cb3880ce19c4,1
6849,worker_3,57727566edc2cb3880ce19c4,0
6850,worker_73,57727566edc2cb3880ce19c4,-1
6851,worker_9,57727566edc2cb3880ce19c4,1
6852,worker_161,57727566edc2cb3880ce19c4,1
6853,worker_29,57727566edc2cb3880ce19c4,2
6854,worker_114,57727566edc2cb3880ce19c4,2
6855,worker_65,57727566edc2cb3880ce19c4,2
6856,worker_72,57727566edc2cb3880ce19c4,2
6857,worker_75,57727566edc2cb3880ce19c4,2
6858,worker_69,57727566edc2cb3880ce19c4,0
6859,worker_67,57727566edc2cb3880ce19c4,3
6860,worker_195,57727566edc2cb3880ce19c4,2
6861,worker_173,57727566edc2cb3880ce19c4,2
6862,worker_71,57727566edc2cb3880ce19c4,1
6863,worker_205,57727566edc2cb3880ce19c4,-2
6864,worker_27,57727566edc2cb3880ce19c4,2
6865,worker_226,57727566edc2cb3880ce19c4,3
6866,worker_75,57727566edc2cb3880ce19c4,1
6867,worker_188,57727566edc2cb3880ce19c4,3
6868,worker_201,57727566edc2cb3880ce19c4,1
6869,worker_176,57727566edc2cb3880ce19c4,2
6870,worker_74,57727566edc2cb3880ce19c4,0
6871,worker_3,57727566edc2cb3880ce19c4,1
6872,worker_6,57727566edc2cb3880ce19c4,1
6873,worker_117,57727566edc2cb3880ce19c4,0
6874,worker_38,57727566edc2cb3880ce19c4,-2
6875,worker_9,57727566edc2cb3880ce19c4,0
6876,worker_67,57727566edc2cb3880ce19c4,3
6877,worker_113,57727566edc2cb3880ce19c4,1
6878,worker_46,57727566edc2cb3880ce19c4,0
6879,worker_26,57727566edc2cb3880ce19c4,0
6880,worker_219,57727566edc2cb3880ce19c4,0
6881,worker_153,57727566edc2cb3880ce19c4,2
6882,worker_78,57727566edc2cb3880ce19c4,2
6883,worker_284,57727566edc2cb3880ce19c4,2
6884,worker_5,57727566edc2cb3880ce19c4,3
6885,worker_229,57727566edc2cb3880ce19c4,2
6886,worker_85,57727566edc2cb3880ce19c4,3
6887,worker_15,57727566edc2cb3880ce19c4,3
6888,worker_160,57727566edc2cb3880ce19c4,1
6889,worker_230,57727566edc2cb3880ce19c4,1
6890,worker_13,57727566edc2cb3880ce19c4,0
6891,worker_43,57727566edc2cb3880ce19c4,1
6892,worker_83,57727566edc2cb3880ce19c4,2
6893,worker_11,57727566edc2cb3880ce19c4,3
6894,worker_120,57727566edc2cb3880ce19c4,2
6895,worker_232,57727566edc2cb3880ce19c4,1
6896,worker_167,57727566edc2cb3880ce19c4,2
6897,worker_8,57727566edc2cb3880ce19c4,1
6898,worker_10,57727566edc2cb3880ce19c4,2
6899,worker_35,57727566edc2cb3880ce19c4,0
6900,worker_197,57727566edc2cb3880ce19c4,2
6901,worker_32,57727566edc2cb3880ce19c4,2
6902,worker_24,57727566edc2cb3880ce19c4,1
6903,worker_164,57727566edc2cb3880ce19c4,2
6904,worker_49,57727566edc2cb3880ce19c4,1
6905,worker_102,57727566edc2cb3880ce19c4,3
6906,worker_16,57727566edc2cb3880ce19c4,1
6907,worker_57,57727566edc2cb3880ce19c4,2
6908,worker_86,57727566edc2cb3880ce19c4,3
6909,worker_77,57727566edc2cb3880ce19c4,3
6910,worker_285,57727566edc2cb3880ce19c4,-1
6911,worker_223,57727566edc2cb3880ce19c4,3
6912,worker_84,57727566edc2cb3880ce19c4,1
6913,worker_17,57727566edc2cb3880ce19c4,3
6914,worker_33,57727566edc2cb3880ce19c4,2
6915,worker_107,57727566edc2cb3880ce19c4,0
6916,worker_28,57727566edc2cb3880ce19c4,2
6917,worker_36,57727566edc2cb3880ce19c4,0
6918,worker_20,57727566edc2cb3880ce19c4,2
6919,worker_89,57727566edc2cb3880ce19c4,1
6920,worker_41,57727566edc2cb3880ce19c4,2
6921,worker_92,57727566edc2cb3880ce19c4,3
6922,worker_56,57727566edc2cb3880ce19c4,3
6923,worker_199,57727566edc2cb3880ce19c4,2
6924,worker_103,57727566edc2cb3880ce19c4,3
6925,worker_20,577277e0edc2cb3880d619f3,1
6926,worker_6,577277e0edc2cb3880d619f3,1
6927,worker_3,577277e0edc2cb3880d619f3,0
6928,worker_73,577277e0edc2cb3880d619f3,-2
6929,worker_9,577277e0edc2cb3880d619f3,1
6930,worker_161,577277e0edc2cb3880d619f3,2
6931,worker_29,577277e0edc2cb3880d619f3,2
6932,worker_114,577277e0edc2cb3880d619f3,2
6933,worker_65,577277e0edc2cb3880d619f3,1
6934,worker_72,577277e0edc2cb3880d619f3,2
6935,worker_75,577277e0edc2cb3880d619f3,2
6936,worker_69,577277e0edc2cb3880d619f3,0
6937,worker_67,577277e0edc2cb3880d619f3,3
6938,worker_195,577277e0edc2cb3880d619f3,2
6939,worker_173,577277e0edc2cb3880d619f3,2
6940,worker_71,577277e0edc2cb3880d619f3,1
6941,worker_205,577277e0edc2cb3880d619f3,1
6942,worker_27,577277e0edc2cb3880d619f3,2
6943,worker_226,577277e0edc2cb3880d619f3,3
6944,worker_75,577277e0edc2cb3880d619f3,2
6945,worker_188,577277e0edc2cb3880d619f3,1
6946,worker_201,577277e0edc2cb3880d619f3,2
6947,worker_176,577277e0edc2cb3880d619f3,2
6948,worker_74,577277e0edc2cb3880d619f3,2
6949,worker_3,577277e0edc2cb3880d619f3,0
6950,worker_6,577277e0edc2cb3880d619f3,1
6951,worker_117,577277e0edc2cb3880d619f3,1
6952,worker_38,577277e0edc2cb3880d619f3,3
6953,worker_9,577277e0edc2cb3880d619f3,0
6954,worker_67,577277e0edc2cb3880d619f3,3
6955,worker_113,577277e0edc2cb3880d619f3,1
6956,worker_46,577277e0edc2cb3880d619f3,3
6957,worker_26,577277e0edc2cb3880d619f3,2
6958,worker_219,577277e0edc2cb3880d619f3,2
6959,worker_153,577277e0edc2cb3880d619f3,2
6960,worker_78,577277e0edc2cb3880d619f3,2
6961,worker_284,577277e0edc2cb3880d619f3,3
6962,worker_5,577277e0edc2cb3880d619f3,3
6963,worker_229,577277e0edc2cb3880d619f3,2
6964,worker_85,577277e0edc2cb3880d619f3,2
6965,worker_15,577277e0edc2cb3880d619f3,3
6966,worker_160,577277e0edc2cb3880d619f3,2
6967,worker_230,577277e0edc2cb3880d619f3,1
6968,worker_13,577277e0edc2cb3880d619f3,1
6969,worker_43,577277e0edc2cb3880d619f3,1
6970,worker_83,577277e0edc2cb3880d619f3,2
6971,worker_11,577277e0edc2cb3880d619f3,2
6972,worker_120,577277e0edc2cb3880d619f3,1
6973,worker_232,577277e0edc2cb3880d619f3,2
6974,worker_167,577277e0edc2cb3880d619f3,3
6975,worker_8,577277e0edc2cb3880d619f3,1
6976,worker_10,577277e0edc2cb3880d619f3,3
6977,worker_35,577277e0edc2cb3880d619f3,3
6978,worker_197,577277e0edc2cb3880d619f3,2
6979,worker_32,577277e0edc2cb3880d619f3,2
6980,worker_24,577277e0edc2cb3880d619f3,2
6981,worker_164,577277e0edc2cb3880d619f3,2
6982,worker_49,577277e0edc2cb3880d619f3,2
6983,worker_102,577277e0edc2cb3880d619f3,2
6984,worker_16,577277e0edc2cb3880d619f3,3
6985,worker_57,577277e0edc2cb3880d619f3,1
6986,worker_86,577277e0edc2cb3880d619f3,3
6987,worker_77,577277e0edc2cb3880d619f3,3
6988,worker_285,577277e0edc2cb3880d619f3,-1
6989,worker_223,577277e0edc2cb3880d619f3,3
6990,worker_84,577277e0edc2cb3880d619f3,1
6991,worker_17,577277e0edc2cb3880d619f3,3
6992,worker_33,577277e0edc2cb3880d619f3,1
6993,worker_107,577277e0edc2cb3880d619f3,2
6994,worker_28,577277e0edc2cb3880d619f3,2
6995,worker_36,577277e0edc2cb3880d619f3,1
6996,worker_20,577277e0edc2cb3880d619f3,2
6997,worker_89,577277e0edc2cb3880d619f3,1
6998,worker_41,577277e0edc2cb3880d619f3,3
6999,worker_92,577277e0edc2cb3880d619f3,1
7000,worker_56,577277e0edc2cb3880d619f3,2
7001,worker_199,577277e0edc2cb3880d619f3,3
7002,worker_103,577277e0edc2cb3880d619f3,2
7003,worker_20,577280f1edc2cb3880f2ffae,-2
7004,worker_127,577280f1edc2cb3880f2ffae,0
7005,worker_6,577280f1edc2cb3880f2ffae,-3
7006,worker_9,577280f1edc2cb3880f2ffae,-3
7007,worker_3,577280f1edc2cb3880f2ffae,-2
7008,worker_29,577280f1edc2cb3880f2ffae,-1
7009,worker_7,577280f1edc2cb3880f2ffae,-3
7010,worker_73,577280f1edc2cb3880f2ffae,1
7011,worker_33,577280f1edc2cb3880f2ffae,-3
7012,worker_70,577280f1edc2cb3880f2ffae,1
7013,worker_114,577280f1edc2cb3880f2ffae,3
7014,worker_67,577280f1edc2cb3880f2ffae,3
7015,worker_20,57727f4dedc2cb3880ed8bb5,-2
7016,worker_127,57727f4dedc2cb3880ed8bb5,0
7017,worker_6,57727f4dedc2cb3880ed8bb5,-3
7018,worker_9,57727f4dedc2cb3880ed8bb5,-3
7019,worker_3,57727f4dedc2cb3880ed8bb5,-1
7020,worker_29,57727f4dedc2cb3880ed8bb5,-2
7021,worker_7,57727f4dedc2cb3880ed8bb5,-3
7022,worker_73,57727f4dedc2cb3880ed8bb5,1
7023,worker_33,57727f4dedc2cb3880ed8bb5,2
7024,worker_70,57727f4dedc2cb3880ed8bb5,1
7025,worker_114,57727f4dedc2cb3880ed8bb5,3
7026,worker_67,57727f4dedc2cb3880ed8bb5,2
7027,worker_20,58f75ccbedc2c99a1c7b8396,2
7028,worker_127,58f75ccbedc2c99a1c7b8396,0
7029,worker_6,58f75ccbedc2c99a1c7b8396,2
7030,worker_9,58f75ccbedc2c99a1c7b8396,-3
7031,worker_3,58f75ccbedc2c99a1c7b8396,0
7032,worker_29,58f75ccbedc2c99a1c7b8396,3
7033,worker_7,58f75ccbedc2c99a1c7b8396,3
7034,worker_73,58f75ccbedc2c99a1c7b8396,2
7035,worker_33,58f75ccbedc2c99a1c7b8396,2
7036,worker_70,58f75ccbedc2c99a1c7b8396,1
7037,worker_114,58f75ccbedc2c99a1c7b8396,2
7038,worker_67,58f75ccbedc2c99a1c7b8396,3
7039,worker_20,57728014edc2cb3880effdb3,1
7040,worker_127,57728014edc2cb3880effdb3,2
7041,worker_6,57728014edc2cb3880effdb3,-2
7042,worker_9,57728014edc2cb3880effdb3,-3
7043,worker_3,57728014edc2cb3880effdb3,0
7044,worker_29,57728014edc2cb3880effdb3,2
7045,worker_7,57728014edc2cb3880effdb3,2
7046,worker_73,57728014edc2cb3880effdb3,0
7047,worker_33,57728014edc2cb3880effdb3,3
7048,worker_70,57728014edc2cb3880effdb3,1
7049,worker_114,57728014edc2cb3880effdb3,3
7050,worker_67,57728014edc2cb3880effdb3,-3
7051,worker_20,5772873aedc2cb388006bb8d,-2
7052,worker_127,5772873aedc2cb388006bb8d,0
7053,worker_6,5772873aedc2cb388006bb8d,-1
7054,worker_9,5772873aedc2cb388006bb8d,-3
7055,worker_3,5772873aedc2cb388006bb8d,0
7056,worker_29,5772873aedc2cb388006bb8d,-1
7057,worker_7,5772873aedc2cb388006bb8d,-3
7058,worker_73,5772873aedc2cb388006bb8d,-3
7059,worker_33,5772873aedc2cb388006bb8d,2
7060,worker_70,5772873aedc2cb388006bb8d,-3
7061,worker_114,5772873aedc2cb388006bb8d,1
7062,worker_67,5772873aedc2cb388006bb8d,3
7063,worker_11,5772727dedc2cb3880c55aeb,3
7064,worker_18,5772727dedc2cb3880c55aeb,2
7065,worker_13,5772727dedc2cb3880c55aeb,1
7066,worker_140,5772727dedc2cb3880c55aeb,3
7067,worker_4,5772727dedc2cb3880c55aeb,3
7068,worker_149,5772727dedc2cb3880c55aeb,2
7069,worker_44,5772727dedc2cb3880c55aeb,1
7070,worker_46,5772727dedc2cb3880c55aeb,0
7071,worker_16,5772727dedc2cb3880c55aeb,3
7072,worker_40,5772727dedc2cb3880c55aeb,0
7073,worker_48,5772727dedc2cb3880c55aeb,1
7074,worker_11,57727fb8edc2cb3880eecadf,3
7075,worker_18,57727fb8edc2cb3880eecadf,0
7076,worker_13,57727fb8edc2cb3880eecadf,2
7077,worker_140,57727fb8edc2cb3880eecadf,3
7078,worker_4,57727fb8edc2cb3880eecadf,3
7079,worker_149,57727fb8edc2cb3880eecadf,2
7080,worker_44,57727fb8edc2cb3880eecadf,3
7081,worker_46,57727fb8edc2cb3880eecadf,0
7082,worker_16,57727fb8edc2cb3880eecadf,-3
7083,worker_40,57727fb8edc2cb3880eecadf,-3
7084,worker_48,57727fb8edc2cb3880eecadf,-1
7085,worker_11,57728045edc2cb3880f09ebd,-3
7086,worker_18,57728045edc2cb3880f09ebd,0
7087,worker_13,57728045edc2cb3880f09ebd,-1
7088,worker_140,57728045edc2cb3880f09ebd,2
7089,worker_4,57728045edc2cb3880f09ebd,3
7090,worker_149,57728045edc2cb3880f09ebd,-2
7091,worker_44,57728045edc2cb3880f09ebd,1
7092,worker_46,57728045edc2cb3880f09ebd,0
7093,worker_16,57728045edc2cb3880f09ebd,-3
7094,worker_40,57728045edc2cb3880f09ebd,-2
7095,worker_48,57728045edc2cb3880f09ebd,2
7096,worker_11,57727bbeedc2cb3880e24c4b,2
7097,worker_18,57727bbeedc2cb3880e24c4b,0
7098,worker_13,57727bbeedc2cb3880e24c4b,1
7099,worker_140,57727bbeedc2cb3880e24c4b,2
7100,worker_4,57727bbeedc2cb3880e24c4b,3
7101,worker_149,57727bbeedc2cb3880e24c4b,2
7102,worker_44,57727bbeedc2cb3880e24c4b,2
7103,worker_46,57727bbeedc2cb3880e24c4b,0
7104,worker_16,57727bbeedc2cb3880e24c4b,3
7105,worker_40,57727bbeedc2cb3880e24c4b,-1
7106,worker_48,57727bbeedc2cb3880e24c4b,1
7107,worker_11,577287c8edc2cb388008244b,1
7108,worker_18,577287c8edc2cb388008244b,0
7109,worker_13,577287c8edc2cb388008244b,2
7110,worker_140,577287c8edc2cb388008244b,2
7111,worker_4,577287c8edc2cb388008244b,-1
7112,worker_149,577287c8edc2cb388008244b,-2
7113,worker_44,577287c8edc2cb388008244b,-1
7114,worker_46,577287c8edc2cb388008244b,-3
7115,worker_16,577287c8edc2cb388008244b,2
7116,worker_40,577287c8edc2cb388008244b,-3
7117,worker_48,577287c8edc2cb388008244b,-1
7118,worker_44,577288a1edc2cb38800b27f7,-2
7119,worker_4,577288a1edc2cb38800b27f7,2
7120,worker_46,577288a1edc2cb38800b27f7,-3
7121,worker_11,577288a1edc2cb38800b27f7,1
7122,worker_43,577288a1edc2cb38800b27f7,-1
7123,worker_45,577288a1edc2cb38800b27f7,-3
7124,worker_24,577288a1edc2cb38800b27f7,0
7125,worker_3,577288a1edc2cb38800b27f7,0
7126,worker_9,577288a1edc2cb38800b27f7,0
7127,worker_111,577288a1edc2cb38800b27f7,0
7128,worker_44,57727ddfedc2cb3880e913bd,2
7129,worker_4,57727ddfedc2cb3880e913bd,3
7130,worker_46,57727ddfedc2cb3880e913bd,3
7131,worker_11,57727ddfedc2cb3880e913bd,2
7132,worker_43,57727ddfedc2cb3880e913bd,2
7133,worker_45,57727ddfedc2cb3880e913bd,3
7134,worker_24,57727ddfedc2cb3880e913bd,1
7135,worker_3,57727ddfedc2cb3880e913bd,0
7136,worker_9,57727ddfedc2cb3880e913bd,1
7137,worker_111,57727ddfedc2cb3880e913bd,1
7138,worker_44,577287baedc2cb3880080d18,3
7139,worker_4,577287baedc2cb3880080d18,3
7140,worker_46,577287baedc2cb3880080d18,3
7141,worker_11,577287baedc2cb3880080d18,3
7142,worker_43,577287baedc2cb3880080d18,-1
7143,worker_45,577287baedc2cb3880080d18,3
7144,worker_24,577287baedc2cb3880080d18,1
7145,worker_3,577287baedc2cb3880080d18,0
7146,worker_9,577287baedc2cb3880080d18,1
7147,worker_111,577287baedc2cb3880080d18,0
7148,worker_44,577270a8edc2cb3880bee249,2
7149,worker_4,577270a8edc2cb3880bee249,3
7150,worker_46,577270a8edc2cb3880bee249,0
7151,worker_11,577270a8edc2cb3880bee249,-1
7152,worker_43,577270a8edc2cb3880bee249,1
7153,worker_45,577270a8edc2cb3880bee249,-3
7154,worker_24,577270a8edc2cb3880bee249,0
7155,worker_3,577270a8edc2cb3880bee249,0
7156,worker_9,577270a8edc2cb3880bee249,0
7157,worker_111,577270a8edc2cb3880bee249,2
7158,worker_44,57728347edc2cb3880fa8716,3
7159,worker_4,57728347edc2cb3880fa8716,3
7160,worker_46,57728347edc2cb3880fa8716,1
7161,worker_11,57728347edc2cb3880fa8716,2
7162,worker_43,57728347edc2cb3880fa8716,-1
7163,worker_45,57728347edc2cb3880fa8716,0
7164,worker_24,57728347edc2cb3880fa8716,1
7165,worker_3,57728347edc2cb3880fa8716,0
7166,worker_9,57728347edc2cb3880fa8716,0
7167,worker_111,57728347edc2cb3880fa8716,2
7168,worker_6,57727c92edc2cb3880e4cd88,1
7169,worker_3,57727c92edc2cb3880e4cd88,0
7170,worker_9,57727c92edc2cb3880e4cd88,1
7171,worker_131,57727c92edc2cb3880e4cd88,1
7172,worker_22,57727c92edc2cb3880e4cd88,2
7173,worker_69,57727c92edc2cb3880e4cd88,0
7174,worker_163,57727c92edc2cb3880e4cd88,3
7175,worker_117,57727c92edc2cb3880e4cd88,1
7176,worker_33,57727c92edc2cb3880e4cd88,2
7177,worker_38,57727c92edc2cb3880e4cd88,0
7178,worker_147,57727c92edc2cb3880e4cd88,2
7179,worker_8,57727c92edc2cb3880e4cd88,2
7180,worker_162,57727c92edc2cb3880e4cd88,0
7181,worker_7,57727c92edc2cb3880e4cd88,1
7182,worker_65,57727c92edc2cb3880e4cd88,1
7183,worker_187,57727c92edc2cb3880e4cd88,-2
7184,worker_243,57727c92edc2cb3880e4cd88,2
7185,worker_73,57727c92edc2cb3880e4cd88,-2
7186,worker_83,57727c92edc2cb3880e4cd88,3
7187,worker_157,57727c92edc2cb3880e4cd88,-1
7188,worker_131,57727c92edc2cb3880e4cd88,2
7189,worker_6,57727c92edc2cb3880e4cd88,1
7190,worker_99,57727c92edc2cb3880e4cd88,2
7191,worker_115,57727c92edc2cb3880e4cd88,2
7192,worker_116,57727c92edc2cb3880e4cd88,1
7193,worker_22,57727c92edc2cb3880e4cd88,1
7194,worker_102,57727c92edc2cb3880e4cd88,2
7195,worker_117,57727c92edc2cb3880e4cd88,0
7196,worker_25,57727c92edc2cb3880e4cd88,2
7197,worker_1,57727c92edc2cb3880e4cd88,-1
7198,worker_26,57727c92edc2cb3880e4cd88,2
7199,worker_17,57727c92edc2cb3880e4cd88,3
7200,worker_13,57727c92edc2cb3880e4cd88,2
7201,worker_46,57727c92edc2cb3880e4cd88,1
7202,worker_220,57727c92edc2cb3880e4cd88,2
7203,worker_121,57727c92edc2cb3880e4cd88,3
7204,worker_59,57727c92edc2cb3880e4cd88,3
7205,worker_18,57727c92edc2cb3880e4cd88,0
7206,worker_105,57727c92edc2cb3880e4cd88,1
7207,worker_51,57727c92edc2cb3880e4cd88,-1
7208,worker_165,57727c92edc2cb3880e4cd88,1
7209,worker_275,57727c92edc2cb3880e4cd88,-2
7210,worker_119,57727c92edc2cb3880e4cd88,0
7211,worker_160,57727c92edc2cb3880e4cd88,2
7212,worker_110,57727c92edc2cb3880e4cd88,0
7213,worker_49,57727c92edc2cb3880e4cd88,1
7214,worker_208,57727c92edc2cb3880e4cd88,2
7215,worker_3,57727c92edc2cb3880e4cd88,0
7216,worker_4,57727c92edc2cb3880e4cd88,2
7217,worker_8,57727c92edc2cb3880e4cd88,1
7218,worker_63,57727c92edc2cb3880e4cd88,3
7219,worker_31,57727c92edc2cb3880e4cd88,2
7220,worker_86,57727c92edc2cb3880e4cd88,2
7221,worker_100,57727c92edc2cb3880e4cd88,2
7222,worker_186,57727c92edc2cb3880e4cd88,1
7223,worker_164,57727c92edc2cb3880e4cd88,-2
7224,worker_33,57727c92edc2cb3880e4cd88,2
7225,worker_285,57727c92edc2cb3880e4cd88,0
7226,worker_84,57727c92edc2cb3880e4cd88,2
7227,worker_87,57727c92edc2cb3880e4cd88,3
7228,worker_14,57727c92edc2cb3880e4cd88,2
7229,worker_24,57727c92edc2cb3880e4cd88,2
7230,worker_58,57727c92edc2cb3880e4cd88,1
7231,worker_43,57727c92edc2cb3880e4cd88,-1
7232,worker_148,57727c92edc2cb3880e4cd88,2
7233,worker_101,57727c92edc2cb3880e4cd88,0
7234,worker_11,57727c92edc2cb3880e4cd88,3
7235,worker_20,57727c92edc2cb3880e4cd88,2
7236,worker_214,57727c92edc2cb3880e4cd88,-1
7237,worker_6,577272d6edc2cb3880c69b39,1
7238,worker_3,577272d6edc2cb3880c69b39,0
7239,worker_9,577272d6edc2cb3880c69b39,0
7240,worker_131,577272d6edc2cb3880c69b39,1
7241,worker_22,577272d6edc2cb3880c69b39,2
7242,worker_69,577272d6edc2cb3880c69b39,0
7243,worker_163,577272d6edc2cb3880c69b39,3
7244,worker_117,577272d6edc2cb3880c69b39,2
7245,worker_33,577272d6edc2cb3880c69b39,2
7246,worker_38,577272d6edc2cb3880c69b39,2
7247,worker_147,577272d6edc2cb3880c69b39,2
7248,worker_8,577272d6edc2cb3880c69b39,2
7249,worker_162,577272d6edc2cb3880c69b39,2
7250,worker_7,577272d6edc2cb3880c69b39,1
7251,worker_65,577272d6edc2cb3880c69b39,2
7252,worker_187,577272d6edc2cb3880c69b39,1
7253,worker_243,577272d6edc2cb3880c69b39,2
7254,worker_73,577272d6edc2cb3880c69b39,2
7255,worker_83,577272d6edc2cb3880c69b39,3
7256,worker_157,577272d6edc2cb3880c69b39,2
7257,worker_131,577272d6edc2cb3880c69b39,2
7258,worker_6,577272d6edc2cb3880c69b39,1
7259,worker_99,577272d6edc2cb3880c69b39,2
7260,worker_115,577272d6edc2cb3880c69b39,2
7261,worker_116,577272d6edc2cb3880c69b39,2
7262,worker_22,577272d6edc2cb3880c69b39,2
7263,worker_102,577272d6edc2cb3880c69b39,2
7264,worker_117,577272d6edc2cb3880c69b39,1
7265,worker_25,577272d6edc2cb3880c69b39,1
7266,worker_1,577272d6edc2cb3880c69b39,1
7267,worker_26,577272d6edc2cb3880c69b39,0
7268,worker_17,577272d6edc2cb3880c69b39,3
7269,worker_13,577272d6edc2cb3880c69b39,2
7270,worker_46,577272d6edc2cb3880c69b39,3
7271,worker_220,577272d6edc2cb3880c69b39,2
7272,worker_121,577272d6edc2cb3880c69b39,3
7273,worker_59,577272d6edc2cb3880c69b39,3
7274,worker_18,577272d6edc2cb3880c69b39,1
7275,worker_105,577272d6edc2cb3880c69b39,1
7276,worker_51,577272d6edc2cb3880c69b39,2
7277,worker_165,577272d6edc2cb3880c69b39,0
7278,worker_275,577272d6edc2cb3880c69b39,-3
7279,worker_119,577272d6edc2cb3880c69b39,2
7280,worker_160,577272d6edc2cb3880c69b39,2
7281,worker_110,577272d6edc2cb3880c69b39,1
7282,worker_49,577272d6edc2cb3880c69b39,2
7283,worker_208,577272d6edc2cb3880c69b39,2
7284,worker_3,577272d6edc2cb3880c69b39,0
7285,worker_4,577272d6edc2cb3880c69b39,2
7286,worker_8,577272d6edc2cb3880c69b39,1
7287,worker_63,577272d6edc2cb3880c69b39,1
7288,worker_31,577272d6edc2cb3880c69b39,1
7289,worker_86,577272d6edc2cb3880c69b39,1
7290,worker_100,577272d6edc2cb3880c69b39,3
7291,worker_186,577272d6edc2cb3880c69b39,2
7292,worker_164,577272d6edc2cb3880c69b39,-1
7293,worker_33,577272d6edc2cb3880c69b39,2
7294,worker_285,577272d6edc2cb3880c69b39,-2
7295,worker_84,577272d6edc2cb3880c69b39,2
7296,worker_87,577272d6edc2cb3880c69b39,3
7297,worker_14,577272d6edc2cb3880c69b39,2
7298,worker_24,577272d6edc2cb3880c69b39,2
7299,worker_58,577272d6edc2cb3880c69b39,2
7300,worker_43,577272d6edc2cb3880c69b39,2
7301,worker_148,577272d6edc2cb3880c69b39,2
7302,worker_101,577272d6edc2cb3880c69b39,2
7303,worker_11,577272d6edc2cb3880c69b39,2
7304,worker_20,577272d6edc2cb3880c69b39,2
